is_member,score
1,0.66246
1,0.706722
1,0.164382
1,0.492659
1,0.890179
1,0.231862
1,0.506466
1,0.377109
1,0.479878
1,0.528433
1,0.290266
1,0.18716
1,0.586876
1,0.671148
1,0.184376
1,0.160045
1,0.101477
1,0.574684
1,0.551478
1,0.480823
1,0.952374
1,0.123998
1,0.596199
1,0.813142
1,0.350894
1,0.190001
1,0.435152
1,0.517283
1,0.331668
1,0.11435
1,0.703403
1,0.610624
1,0.473736
1,0.127495
1,0.287778
1,0.190583
1,0.49828
1,0.263839
1,0.546673
1,0.512351
1,0.252671
1,0.600417
1,0.636974
1,0.615398
1,0.338807
1,0.397068
1,0.529739
1,0.473092
1,0.416208
1,0.528769
1,0.854512
1,0.678524
1,0.571093
1,0.451245
1,0.706861
1,0.729295
1,0.832003
1,0.814078
1,0.304578
1,0.44618
1,0.428268
1,0.518352
1,0.84548
1,0.449728
1,0.514574
1,0.476056
1,0.503134
1,0.768902
1,0.317694
1,0.44717
1,0.072533
1,0.749947
1,0.780337
1,0.817129
1,0.143277
1,0.336114
1,0.72973
1,0.833711
1,0.900341
1,0.805432
1,0.293383
1,0.131191
1,0.753291
1,0.37092
1,0.338287
1,0.607896
1,0.556127
1,0.532096
1,0.624288
1,0.178088
1,0.753784
1,0.377802
1,0.293728
1,0.290922
1,0.419969
1,0.059962
1,0.567495
1,0.120521
1,0.252822
1,0.729693
1,0.325307
1,0.552824
1,0.566975
1,0.492056
1,0.668762
1,0.746939
1,0.470688
1,0.397138
1,0.692577
1,0.915211
1,0.594915
1,0.157101
1,0.28867
1,0.166203
1,0.715154
1,0.465004
1,0.687369
1,0.515101
1,0.371116
1,0.313932
1,0.799029
1,0.595812
1,0.450827
1,0.650173
1,0.721393
1,0.591199
1,0.487428
1,0.385518
1,0.439018
1,0.811921
1,0.537801
1,0.387123
1,0.204717
1,0.88521
1,0.506316
1,0.444527
1,0.758101
1,0.268688
1,0.667315
1,0.554782
1,0.720933
1,0.698622
1,0.894491
1,0.583498
1,0.289124
1,0.88739
1,0.460184
1,0.665196
1,0.739991
1,0.932331
1,0.447546
1,0.804744
1,0.538742
1,0.493077
1,0.361375
1,0.512497
1,0.386139
1,0.196079
1,0.389724
1,0.546901
1,0.461048
1,0.711342
1,0.26915
1,0.509666
1,0.344059
1,0.298505
1,0.447317
1,0.510905
1,0.439821
1,0.369005
1,0.318491
1,0.266015
1,0.363158
1,0.608424
1,0.441162
1,0.391344
1,0.351705
1,0.256283
1,0.460444
1,0.261403
1,0.511675
1,0.738838
1,0.114373
1,0.245153
1,0.796882
1,0.497678
1,0.425128
1,0.525547
1,0.592749
1,0.183416
1,0.618885
1,0.782838
1,0.429448
1,0.417839
1,0.188023
1,0.391742
1,0.146097
1,0.057752
1,0.341005
1,0.567524
1,0.303428
1,0.760385
1,0.860139
1,0.686699
1,0.031699
1,0.275354
1,0.167285
1,0.72958
1,0.517574
1,0.512721
1,0.389655
1,0.84491
1,0.651622
1,0.456414
1,0.68437
1,0.203972
1,0.529672
1,0.257484
1,0.647082
1,0.754838
1,0.594904
1,0.253386
1,0.53272
1,0.557593
1,0.185371
1,0.501382
1,0.434435
1,0.74788
1,0.778077
1,0.05893
1,0.214211
1,0.460301
1,0.668097
1,0.370443
1,0.510126
1,0.390878
1,0.39812
1,0.85735
1,0.389682
1,0.149278
1,0.245959
1,0.390331
1,0.538979
1,0.836392
1,0.453892
1,0.14313
1,0.633876
1,0.304799
1,0.840867
1,0.767431
1,0.55796
1,0.225873
1,0.395383
1,0.370279
1,0.507181
1,0.21643
1,0.237301
1,0.497236
1,0.868529
1,0.643845
1,0.776132
1,0.501536
1,0.363936
1,0.39368
1,0.783712
1,0.535055
1,0.111395
1,0.663848
1,0.609489
1,0.662874
1,0.304484
1,0.468508
1,0.83478
1,0.187871
1,0.607913
1,0.806634
1,0.759399
1,0.60192
1,0.548047
1,0.313253
1,0.628248
1,0.369973
1,0.106536
1,0.718722
1,0.608195
1,0.841141
1,0.699377
1,0.372053
1,0.249349
1,0.746971
1,0.108741
1,0.327243
1,0.542196
1,0.557554
1,0.508661
1,0.513335
1,0.33759
1,0.661761
1,0.382909
1,0.323625
1,0.377236
1,0.164999
1,0.176216
1,0.741913
1,0.57518
1,0.804995
1,0.529668
1,0.829899
1,0.122519
1,0.147724
1,0.30801
1,0.810194
1,0.439743
1,0.269896
1,0.455412
1,0.281492
1,0.556474
1,0.552385
1,0.49477
1,0.718622
